,Vehicle ID,ZIP Code,VIN Prefix,Vehicle Name,Technology
1114,WA-044-133539542,99223,WP0AE2A7,Porsche Panamera S E-Hybrid,PHEV
1115,WA-044-100985741,98019,KM8K33AG,Hyundai Kona Electric,BEV
1116,WA-044-140062212,98118,1G1FZ6S0,Chevrolet Bolt EV,BEV
1117,WA-044-153186239,99208,KL8CL6S0,Chevrolet Spark,BEV
1118,WA-044-196576026,98604,JTDKN3DP,Toyota Prius Plug-in,PHEV
1119,WA-044-1860498,98367,5YJ3E1EA,Tesla Model 3,BEV
1120,WA-044-221455349,98020,5YJSA1H1,Tesla Model S,BEV
1121,WA-044-148388600,98053,5YJYGDEE,Tesla Model Y,BEV
1122,WA-044-172805811,98351,1G1FZ6S0,Chevrolet Bolt EV,BEV
1123,WA-044-101849499,98077,1N4AZ1CP,Nissan Leaf,BEV
1124,WA-044-104527426,98155,5YJ3E1EB,Tesla Model 3,BEV
1125,WA-044-172729987,98661,JTDKARFP,Toyota Prius Prime,PHEV
1126,WA-044-327051889,98290,JTDKARFP,Toyota Prius Prime,PHEV
1127,WA-044-140250708,98391,5YJYGDEE,Tesla Model Y,BEV
1128,WA-044-475043838,98008,5YJ3E1EB,Tesla Model 3,BEV
1129,WA-044-101088529,98109,1G1FX6S0,Chevrolet Bolt EV,BEV
1130,WA-044-130570856,98502,1G1RD6E4,Chevrolet Volt,PHEV
1131,WA-044-152571072,98133,5YJSA1E2,Tesla Model S,BEV
1132,WA-044-196648210,98502,5YJSA1E2,Tesla Model S,BEV
1133,WA-044-179591919,98466,WP1AE2AY,Porsche Cayenne S E-Hybrid,PHEV
1134,WA-044-150351981,98208,5YJ3E1EB,Tesla Model 3,BEV
1135,WA-044-133911886,82001,5YJ3E1EB,Tesla Model 3,BEV
1136,WA-044-148625704,98121,WBA33AG0,BMW 5-Series Plug in,PHEV
1137,WA-044-179462657,98058,5YJXCDE2,Tesla Model X,BEV
1138,WA-044-109787163,98074,5YJYGDEE,Tesla Model Y,BEV
1139,WA-044-181397772,98117,1N4AZ1BV,Nissan Leaf,BEV
1140,WA-044-144750665,98244,WA1VAAGE,Audi e-tron,BEV
1141,WA-044-124440851,98383,2C4RC1N7,Chrysler Pacifica,PHEV
1142,WA-044-148575444,99320,3FA6P0PU,Ford Fusion Energi,PHEV
1143,WA-044-148626292,98023,5YJYGDEE,Tesla Model Y,BEV
1144,WA-044-176747532,98273,1N4AZ0CP,Nissan Leaf,BEV
1145,WA-044-128697194,98203,5YJYGDEE,Tesla Model Y,BEV
1146,WA-044-152692767,98146,5YJ3E1EA,Tesla Model 3,BEV
1147,WA-044-108833987,98059,5YJSA1E2,Tesla Model S,BEV
1148,WA-044-104505152,98512,WA1E2AFY,Audi Q5 Plug In,PHEV
1149,WA-044-167075009,98382,1FADP5CU,Ford C-Max Energi,PHEV
1150,WA-044-152612967,98126,JN1AZ0CP,Nissan Leaf,BEV
1151,WA-044-172715315,98584,1N4BZ1CP,Nissan Leaf,BEV
1152,WA-044-474945719,98112,5YJ3E1EB,Tesla Model 3,BEV
1153,WA-044-114521081,98109,5YJ3E1EB,Tesla Model 3,BEV
1154,WA-044-140279660,98003,5YJ3E1EA,Tesla Model 3,BEV
1155,WA-044-133732959,98038,1FADP3R4,Ford Focus EV,BEV
1156,WA-044-124737140,98346,1G1FY6S0,Chevrolet Bolt EV,BEV
1157,WA-044-141776001,98092,5YJYGAEE,Tesla Model Y,BEV
1158,WA-044-167000039,98103,1C4JJXP6,Jeep Wrangler Plug In,PHEV
1159,WA-044-128476386,98004,5YJ3E1EC,Tesla Model 3,BEV
1160,WA-044-128698650,98006,5YJXCBE2,Tesla Model X,BEV
1161,WA-044-124363403,98826,5YJYGDEE,Tesla Model Y,BEV
1162,WA-044-141853470,98926,KNDCC3LG,Kia Niro EV,BEV
1163,WA-044-176560954,99338,5UXTA6C0,BMW X5,PHEV
1164,WA-044-127516406,98273,3FA6P0PU,Ford Fusion Energi,PHEV
1165,WA-044-113288073,98038,5YJ3E1EB,Tesla Model 3,BEV
1166,WA-044-196832786,98155,1N4AZ0CP,Nissan Leaf,BEV
1167,WA-044-179547063,98512,5YJYGDEF,Tesla Model Y,BEV
1168,WA-044-348196285,98466,KNDJX3AE,Kia Soul EV,BEV
1169,WA-044-152683142,98052,1C4JJXP6,Jeep Wrangler Plug In,PHEV
1170,WA-044-121151894,98902,1G1RD6E4,Chevrolet Volt,PHEV
1171,WA-044-170460685,98125,5YJYGDEE,Tesla Model Y,BEV
1172,WA-044-152748312,98362,1G1FY6S0,Chevrolet Bolt EV,BEV
1173,WA-044-197172461,98012,2C4RC1N7,Chrysler Pacifica,PHEV
1174,WA-044-144841007,98074,JHMZC5F1,Honda Clarity Plug In,PHEV
1175,WA-044-144641535,98092,1G1RD6S5,Chevrolet Volt,PHEV
1176,WA-044-132975167,98052,5YJ3E1EB,Tesla Model 3,BEV
1177,WA-044-156901209,98037,5YJSA1S1,Tesla Model S,BEV
1178,WA-044-125772531,98122,5YJYGDEE,Tesla Model Y,BEV
1179,WA-044-141757633,98034,2C4RC1N7,Chrysler Pacifica,PHEV
1180,WA-044-103485497,98199,5YJ3E1EB,Tesla Model 3,BEV
1181,WA-044-179476797,98027,5YJXCBE2,Tesla Model X,BEV
1182,WA-044-263809367,98801,1G1RB6E4,Chevrolet Volt,PHEV
1183,WA-044-109663578,98019,5YJYGDEE,Tesla Model Y,BEV
1184,WA-044-134982130,98065,1N4BZ1DP,Nissan Leaf,BEV
1185,WA-044-137513176,98390,5YJYGDEE,Tesla Model Y,BEV
1186,WA-044-118919601,98901,1G1RB6E4,Chevrolet Volt,PHEV
1187,WA-044-177558020,98312,5YJ3E1EB,Tesla Model 3,BEV
1188,WA-044-148560352,98155,5YJ3E1EB,Tesla Model 3,BEV
1189,WA-044-118960215,98036,1G6RM1E4,Cadillac ELR,PHEV
1190,WA-044-3539126,98103,KNDCE3LG,Kia Niro EV,BEV
1191,WA-044-156768412,98683,5YJSA1DP,Tesla Model S,BEV
1192,WA-044-132853899,98682,5YJSA1CP,Tesla Model S,BEV
1193,WA-044-144119496,98012,5YJYGDED,Tesla Model Y,BEV
1194,WA-044-108233625,98112,5YJXCDE2,Tesla Model X,BEV
1195,WA-044-124539299,98052,5YJ3E1EA,Tesla Model 3,BEV
1196,WA-044-167187653,98391,YV4BC0PK,Volvo XC90 Plug In,PHEV
1197,WA-044-181245480,98023,JTDKAMFP,Toyota Prius Prime,PHEV
1198,WA-044-101571480,98008,3C3CFFGE,Fiat 500e,BEV
1199,WA-044-106121599,98040,5YJ3E1EA,Tesla Model 3,BEV
1200,WA-044-141863410,98367,WMWXP3C0,Mini Hardtop 2 Door EV,BEV
1201,WA-044-172615607,98155,5YJYGDEE,Tesla Model Y,BEV
1202,WA-044-100633809,98012,KNDCC3LG,Kia Niro EV,BEV
1203,WA-044-124662786,98225,WBY7Z2C5,BMW i3,BEV
1204,WA-044-185857598,98250,JTDKN3DP,Toyota Prius Plug-in,PHEV
1205,WA-044-475069640,98144,5YJ3E1EB,Tesla Model 3,BEV
1206,WA-044-179475915,98008,5YJ3E1EB,Tesla Model 3,BEV
1207,WA-044-156840582,98103,1N4BZ1DV,Nissan Leaf,BEV
1208,WA-044-185390061,98199,1N4AZ0CP,Nissan Leaf,BEV
1209,WA-044-109829310,98012,5YJYGDEE,Tesla Model Y,BEV
1210,WA-044-167259718,98686,5YJSA1E4,Tesla Model S,BEV
1211,WA-044-134938562,98052,5YJ3E1EB,Tesla Model 3,BEV
1212,WA-044-3979419,98058,KMHE54L2,Hyundai Sonata Plug In,PHEV
1213,WA-044-233915524,98296,5YJ3E1EA,Tesla Model 3,BEV
1214,WA-044-170204933,98115,1G1FW6S0,Chevrolet Bolt EV,BEV
1215,WA-044-148262810,98506,1G1FZ6S0,Chevrolet Bolt EV,BEV
1216,WA-044-127739202,98028,1N4AZ0CP,Nissan Leaf,BEV
1217,WA-044-134948243,98684,1G1FW6S0,Chevrolet Bolt EV,BEV
1218,WA-044-103785209,98204,KNDJX3AE,Kia Soul EV,BEV
1219,WA-044-125805480,98112,JHMZC5F3,Honda Clarity Plug In,PHEV
1220,WA-044-101253897,98026,WMZYU7C5,Mini Countryman Plug In,PHEV
1221,WA-044-137959125,98902,1G1RB6E4,Chevrolet Volt,PHEV
1222,WA-044-141090183,98005,1N4BZ0CP,Nissan Leaf,BEV
1223,WA-044-304952588,98335,1N4AZ1CP,Nissan Leaf,BEV
1224,WA-044-179367667,99203,5YJ3E1EA,Tesla Model 3,BEV
1225,WA-044-137479436,98031,5YJXCBE2,Tesla Model X,BEV
1226,WA-044-103566438,98026,5YJ3E1EA,Tesla Model 3,BEV
1227,WA-044-348224936,98625,3FA6P0PU,Ford Fusion Energi,PHEV
1228,WA-044-109708203,98155,5YJYGDEF,Tesla Model Y,BEV
1229,WA-044-108259266,98332,1G1RB6S5,Chevrolet Volt,PHEV
1230,WA-044-125343151,98516,1N4AZ0CP,Nissan Leaf,BEV
1231,WA-044-124320556,98105,5YJSA1E2,Tesla Model S,BEV
1232,WA-044-104180338,98953,5YJXCDE2,Tesla Model X,BEV
1233,WA-044-8146323,98042,5YJSA1H1,Tesla Model S,BEV
1234,WA-044-112703104,98662,JTDKARFP,Toyota Prius Prime,PHEV
1235,WA-044-150434623,98116,5YJYGDEE,Tesla Model Y,BEV
1236,WA-044-113484892,98662,5YJYGDEE,Tesla Model Y,BEV
1237,WA-044-148628490,98007,5YJYGDEE,Tesla Model Y,BEV
1238,WA-044-161722396,98682,5YJSA1E2,Tesla Model S,BEV
1239,WA-044-144755467,98074,5YJYGDED,Tesla Model Y,BEV
1240,WA-044-133479643,98052,2T3YL4DV,Toyota RAV4 EV,BEV
1241,WA-044-306585555,98274,1G1RD6S5,Chevrolet Volt,PHEV
1242,WA-044-179422127,98112,5YJ3E1EA,Tesla Model 3,BEV
1243,WA-044-104971730,98052,5YJXCDE2,Tesla Model X,BEV
1244,WA-044-3285747,98257,KNDCC3LG,Kia Niro EV,BEV
1245,WA-044-167087910,98107,5YJYGAEE,Tesla Model Y,BEV
1246,WA-044-129105126,98112,3FA6P0SU,Ford Fusion Energi,PHEV
1247,WA-044-152711450,98005,5LMYJ8XY,Lincoln Aviator Plug In,PHEV
1248,WA-044-121669502,98109,5YJ3E1EA,Tesla Model 3,BEV
1249,WA-044-104301844,98177,5YJSA1E4,Tesla Model S,BEV
1250,WA-044-141808824,98664,5YJYGDEE,Tesla Model Y,BEV
1251,WA-044-10089376,98408,WBY1Z8C3,BMW i3 REx,PHEV
1252,WA-044-172778763,98650,5YJYGDEE,Tesla Model Y,BEV
1253,WA-044-128878011,98105,WA1VABGE,Audi e-tron,BEV
1254,WA-044-125736712,98028,1G1FW6S0,Chevrolet Bolt EV,BEV
1255,WA-044-169718356,98103,1N4BZ1DV,Nissan Leaf,BEV
1256,WA-044-113229021,98028,1G1FY6S0,Chevrolet Bolt EV,BEV
1257,WA-044-128499780,98247,3C3CFFGE,Fiat 500e,BEV
1258,WA-044-103460906,98121,5YJSA1S1,Tesla Model S,BEV
1259,WA-044-156947157,98023,JTDKAMFP,Toyota Prius Prime,PHEV
1260,WA-044-104825787,98675,5YJXCDE2,Tesla Model X,BEV
1261,WA-044-161683364,98121,5YJYGAEE,Tesla Model Y,BEV
1262,WA-044-101795599,98110,1G1RA6E4,Chevrolet Volt,PHEV
1263,WA-044-137566236,98072,5YJYGDEE,Tesla Model Y,BEV
1264,WA-044-152714299,98273,5YJYGDEE,Tesla Model Y,BEV
1265,WA-044-118557190,98199,1N4AZ0CP,Nissan Leaf,BEV
1266,WA-044-107892893,98498,JTDKARFP,Toyota Prius Prime,PHEV
1267,WA-044-100944903,98584,3C3CFFGE,Fiat 500e,BEV
1268,WA-044-475072944,98501,1N4AZ1CP,Nissan Leaf,BEV
1269,WA-044-170222839,98075,5YJ3E1EB,Tesla Model 3,BEV
1270,WA-044-127494454,98177,5YJYGDEF,Tesla Model Y,BEV
1271,WA-044-134944078,98034,5YJYGDEE,Tesla Model Y,BEV
1272,WA-044-3524678,98102,5YJ3E1EB,Tesla Model 3,BEV
1273,WA-044-128498163,98122,WA1E2AFY,Audi Q5 Plug In,PHEV
1274,WA-044-121679932,98005,KNDJX3AE,Kia Soul EV,BEV
1275,WA-044-124529478,98258,1N4BZ0CP,Nissan Leaf,BEV
1276,WA-044-125812767,98022,5LMYJ8XY,Lincoln Aviator Plug In,PHEV
1277,WA-044-119830021,98506,5YJ3E1EA,Tesla Model 3,BEV
1278,WA-044-262382466,98198,3FA6P0PU,Ford Fusion Energi,PHEV
1279,WA-044-104337488,98072,5YJ3E1EA,Tesla Model 3,BEV
1280,WA-044-176522552,98074,WBY7Z6C5,BMW i3,BEV
1281,WA-044-113289256,98422,1N4AZ0CP,Nissan Leaf,BEV
1282,WA-044-167177944,98816,1G1RA6S5,Chevrolet Volt,PHEV
1283,WA-044-179365574,98052,5YJ3E1EB,Tesla Model 3,BEV
1284,WA-044-106128977,98606,5YJSA1H2,Tesla Model S,BEV
1285,WA-044-112466434,98208,1G1FX6S0,Chevrolet Bolt EV,BEV
1286,WA-044-172620185,98270,KM8K33AG,Hyundai Kona Electric,BEV
1287,WA-044-108241017,98229,JTDKARFP,Toyota Prius Prime,PHEV
1288,WA-044-263847034,98310,1G1FZ6S0,Chevrolet Bolt EV,BEV
1289,WA-044-148468106,98368,5YJYGDEE,Tesla Model Y,BEV
1290,WA-044-144116192,98335,WBY8P6C0,BMW i3,BEV
1291,WA-044-124663843,98065,5YJ3E1EB,Tesla Model 3,BEV
1292,WA-044-112706562,98862,5YJYGDEE,Tesla Model Y,BEV
1293,WA-044-167252053,98117,YV4BC0PL,Volvo XC90 Plug In,PHEV
1294,WA-044-181300696,98036,WVGRMPE2,Volkswagen ID.4,BEV
1295,WA-044-176519262,98077,5YJSA1E5,Tesla Model S,BEV
1296,WA-044-144724093,98663,1N4AZ0CP,Nissan Leaf,BEV
1297,WA-044-124370907,98006,5YJYGDEE,Tesla Model Y,BEV
1298,WA-044-327895018,98110,5YJSA1E2,Tesla Model S,BEV
1299,WA-044-177542858,98033,5YJYGDEE,Tesla Model Y,BEV
1300,WA-044-148348392,98122,5YJYGDEE,Tesla Model Y,BEV
1301,WA-044-478137411,98367,5YJ3E1EB,Tesla Model 3,BEV
1302,WA-044-2086290,98629,5YJ3E1EA,Tesla Model 3,BEV
1303,WA-044-185585480,98362,JTMAB3FV,Toyota RAV4 Prime,PHEV
1304,WA-044-102072995,98682,1G1FY6S0,Chevrolet Bolt EV,BEV
1305,WA-044-108092071,98335,5UXKT0C5,BMW X5,PHEV
1306,WA-044-105637745,98225,WAUTPBFF,Audi A3 Plug In,PHEV
1307,WA-044-100655831,98133,YV4BC0PK,Volvo XC90 Plug In,PHEV
1308,WA-044-144277864,98312,JTDKN3DP,Toyota Prius Plug-in,PHEV
1309,WA-044-156860182,98028,SADHD2S1,Jaguar I-Pace,BEV
1310,WA-044-248791602,98321,5YJ3E1EA,Tesla Model 3,BEV
1311,WA-044-125783339,99019,5YJYGDEE,Tesla Model Y,BEV
1312,WA-044-137490916,98115,5YJ3E1EA,Tesla Model 3,BEV
1313,WA-044-156686820,98177,WBY1Z4C5,BMW i3 REx,PHEV
1314,WA-044-172832005,98155,1N4AZ1CP,Nissan Leaf,BEV
1315,WA-044-169682908,98382,5YJ3E1EB,Tesla Model 3,BEV
1316,WA-044-248635068,98273,5YJSA1CP,Tesla Model S,BEV
1317,WA-044-134997621,98502,1N4AZ0CP,Nissan Leaf,BEV
1318,WA-044-133877516,98332,1G1RE6E4,Chevrolet Volt,PHEV
1319,WA-044-179431409,98119,5YJYGDEE,Tesla Model Y,BEV
1320,WA-044-177538091,98006,5YJYGDEE,Tesla Model Y,BEV
1321,WA-044-3610771,98053,1N4BZ1CP,Nissan Leaf,BEV
1322,WA-044-133850216,98250,5YJ3E1EA,Tesla Model 3,BEV
1323,WA-044-347927401,98346,1N4AZ1CP,Nissan Leaf,BEV
1324,WA-044-100648019,98501,KM8K23AG,Hyundai Kona Electric,BEV
1325,WA-044-2822732,98248,3FA6P0PU,Ford Fusion Energi,PHEV
1326,WA-044-174513874,98258,1N4AZ0CP,Nissan Leaf,BEV
1327,WA-044-177911646,98607,5YJ3E1EA,Tesla Model 3,BEV
1328,WA-044-4868958,98516,5YJ3E1EA,Tesla Model 3,BEV
1329,WA-044-226585775,98052,5YJSA1S2,Tesla Model S,BEV
1330,WA-044-163870773,98005,5YJSA1CG,Tesla Model S,BEV
1331,WA-044-232487804,98502,5YJSA1H2,Tesla Model S,BEV
1332,WA-044-180026724,98006,5YJ3E1EB,Tesla Model 3,BEV
1333,WA-044-9603821,98101,SADHD2S1,Jaguar I-Pace,BEV
1334,WA-044-349056921,98052,JTDKARFP,Toyota Prius Prime,PHEV
1335,WA-044-225087761,98023,1FADP5CU,Ford C-Max Energi,PHEV
1336,WA-044-261036562,99301,1G1RB6S5,Chevrolet Volt,PHEV
1337,WA-044-475507497,98942,JTDKARFP,Toyota Prius Prime,PHEV
1338,WA-044-267825344,98367,5YJXCBE2,Tesla Model X,BEV
1339,WA-044-168393662,99301,5YJYGDEE,Tesla Model Y,BEV
1340,WA-044-184894377,98506,1N4BZ0CP,Nissan Leaf,BEV
1341,WA-044-348846494,98589,1G1RA6S5,Chevrolet Volt,PHEV
1342,WA-044-335708012,98177,1G1RA6S5,Chevrolet Volt,PHEV
1343,WA-044-336316550,98102,5YJSA1E2,Tesla Model S,BEV
1344,WA-044-7988697,98033,5YJXCBE2,Tesla Model X,BEV
1345,WA-044-475470523,98502,1G1FX6S0,Chevrolet Bolt EV,BEV
1346,WA-044-348868110,98040,1N4BZ0CP,Nissan Leaf,BEV
1347,WA-044-9926332,98103,JTDKN3DP,Toyota Prius Plug-in,PHEV
1348,WA-044-179859732,98315,KNDRMDLH,Kia Sorrento Plug In,PHEV
1349,WA-044-157597002,98245,1G1FY6S0,Chevrolet Bolt EV,BEV
1350,WA-044-261452502,98295,2C4RC1L7,Chrysler Pacifica,PHEV
1351,WA-044-313388295,98006,5YJ3E1EA,Tesla Model 3,BEV
1352,WA-044-326576281,98052,5YJSA1E2,Tesla Model S,BEV
1353,WA-044-316021226,98027,1N4AZ1CP,Nissan Leaf,BEV
1354,WA-044-195548265,98072,5YJ3E1EB,Tesla Model 3,BEV
1355,WA-044-311797,98685,1N4AZ0CP,Nissan Leaf,BEV
1356,WA-044-171088732,98683,5YJ3E1EB,Tesla Model 3,BEV
1357,WA-044-8804176,98126,1G1FX6S0,Chevrolet Bolt EV,BEV
1358,WA-044-205998691,98034,5YJSA1H2,Tesla Model S,BEV
1359,WA-044-478667955,98103,1N4AZ0CP,Nissan Leaf,BEV
1360,WA-044-333311779,98604,5YJ3E1EB,Tesla Model 3,BEV
1361,WA-044-350155564,98110,1FADP5EU,Ford C-Max Energi,PHEV
1362,WA-044-113029927,98178,5YJ3E1EC,Tesla Model 3,BEV
1363,WA-044-128687786,98026,5YJ3E1EA,Tesla Model 3,BEV
1364,WA-044-150432089,98258,WA1G2AFY,Audi Q5 Plug In,PHEV
1365,WA-044-105020562,98053,1G1RB6S5,Chevrolet Volt,PHEV
1366,WA-044-113352620,99208,5YJYGDEE,Tesla Model Y,BEV
1367,WA-044-148325152,98682,5YJYGDEE,Tesla Model Y,BEV
1368,WA-044-101507304,98115,5YJXCBE2,Tesla Model X,BEV
1369,WA-044-134879720,98052,1N4AZ1CP,Nissan Leaf,BEV
1370,WA-044-197141241,98034,5YJ3E1EB,Tesla Model 3,BEV
1371,WA-044-144629278,98290,WVWKR7AU,Volkswagen e-Golf,BEV
1372,WA-044-124341430,98126,5YJYGDEE,Tesla Model Y,BEV
1373,WA-044-141787873,98117,5YJYGAEE,Tesla Model Y,BEV
1374,WA-044-124603790,98115,5YJYGDEE,Tesla Model Y,BEV
1375,WA-044-156666359,98110,5YJ3E1EA,Tesla Model 3,BEV
1376,WA-044-3585858,98052,3C3CFFGE,Fiat 500e,BEV
1377,WA-044-156757275,98178,5YJ3E1EA,Tesla Model 3,BEV
1378,WA-044-133748198,98033,4JGDA6DB,Mercedes GLE55e,PHEV
1379,WA-044-108948731,98104,WBAJB1C5,BMW 5-Series Plug in,PHEV
1380,WA-044-119786901,98040,1G1FZ6S0,Chevrolet Bolt EV,BEV
1381,WA-044-114020560,98312,5YJ3E1EA,Tesla Model 3,BEV
1382,WA-044-177617674,98503,YV4ED3UR,Volvo XC40 Recharge,BEV
1383,WA-044-131264822,98042,WBY7Z2C5,BMW i3,BEV
1384,WA-044-170101501,98502,1FADP5CU,Ford C-Max Energi,PHEV
1385,WA-044-108925911,98034,KNDCC3LG,Kia Niro EV,BEV
1386,WA-044-196830189,98040,5YJ3E1EB,Tesla Model 3,BEV
1387,WA-044-161841620,98056,5YJYGDEE,Tesla Model Y,BEV
1388,WA-044-167186610,98092,5YJ3E1EC,Tesla Model 3,BEV
1389,WA-044-128743114,98110,5YJYGDEE,Tesla Model Y,BEV
1390,WA-044-130509690,98052,1N4AZ0CP,Nissan Leaf,BEV
1391,WA-044-141251197,98040,5YJYGDEE,Tesla Model Y,BEV
1392,WA-044-113111855,98059,5YJ3E1EB,Tesla Model 3,BEV
1393,WA-044-132911159,98366,5YJYGDEE,Tesla Model Y,BEV
1394,WA-044-125858708,98112,5YJSA1E2,Tesla Model S,BEV
1395,WA-044-475026611,98042,5UXKT0C5,BMW X5,PHEV
1396,WA-044-477980688,98258,5YJ3E1EA,Tesla Model 3,BEV
1397,WA-044-120643029,98502,1N4AZ0CP,Nissan Leaf,BEV
1398,WA-044-120536300,98801,KNDCE3LG,Kia Niro EV,BEV
1399,WA-044-167240958,98332,5YJSA1E6,Tesla Model S,BEV
1400,WA-044-348118025,98930,3FA6P0PU,Ford Fusion Energi,PHEV
1401,WA-044-141813024,98075,5YJYGDEE,Tesla Model Y,BEV
1402,WA-044-179606983,98402,5YJ3E1EB,Tesla Model 3,BEV
1403,WA-044-128796958,98642,WMWXP3C0,Mini Hardtop 2 Door EV,BEV
1404,WA-044-3509278,98501,JA4J24A5,Mitsubishi Outlander Plug In,PHEV
1405,WA-044-172457932,98030,5UXTA6C0,BMW X5,PHEV
1406,WA-044-125890579,98036,5YJYGDEE,Tesla Model Y,BEV
1407,WA-044-179471505,98075,5YJYGDEE,Tesla Model Y,BEV
1408,WA-044-104701229,98045,5YJXCBE2,Tesla Model X,BEV
1409,WA-044-179530697,98335,5YJ3E1EA,Tesla Model 3,BEV
1410,WA-044-263798335,98665,1G1RA6E4,Chevrolet Volt,PHEV
1411,WA-044-169701850,98103,5UXTS1C0,BMW X3,PHEV
1412,WA-044-474965284,98028,1N4AZ1CP,Nissan Leaf,BEV
1413,WA-044-120257420,98589,1N4BZ1CP,Nissan Leaf,BEV
1414,WA-044-476200049,98503,5YJ3E1EB,Tesla Model 3,BEV
1415,WA-044-170602029,98102,WBY8P2C0,BMW i3,BEV
1416,WA-044-133535678,98005,5YJYGDEE,Tesla Model Y,BEV
1417,WA-044-103482039,98168,3FA6P0PU,Ford Fusion Energi,PHEV
1418,WA-044-152725842,98146,KM8K23AG,Hyundai Kona Electric,BEV
1419,WA-044-476320365,98004,5YJXCBE2,Tesla Model X,BEV
1420,WA-044-150996387,98296,1G1FY6S0,Chevrolet Bolt EV,BEV
1421,WA-044-179469335,98052,5YJ3E1EB,Tesla Model 3,BEV
1422,WA-044-150611548,98367,1G1RD6S5,Chevrolet Volt,PHEV
1423,WA-044-207726767,98040,1G1FZ6S0,Chevrolet Bolt EV,BEV
1424,WA-044-140745573,98223,1FADP3R4,Ford Focus EV,BEV
1425,WA-044-8201049,98115,5YJ3E1EB,Tesla Model 3,BEV
1426,WA-044-109840062,98021,5YJYGDEE,Tesla Model Y,BEV
1427,WA-044-124473982,98117,1G1FZ6S0,Chevrolet Bolt EV,BEV
1428,WA-044-10082586,98245,1G1FX6S0,Chevrolet Bolt EV,BEV
1429,WA-044-148628994,98516,2C4RC1N7,Chrysler Pacifica,PHEV
1430,WA-044-185846902,98112,2C4RC1N7,Chrysler Pacifica,PHEV
1431,WA-044-144113546,98077,JA4J24A5,Mitsubishi Outlander Plug In,PHEV
1432,WA-044-128594035,98607,WP0AC2Y1,Porsche Taycan,BEV
1433,WA-044-181217452,98826,5YJYGDEE,Tesla Model Y,BEV
1434,WA-044-140367531,98270,1G1RA6E4,Chevrolet Volt,PHEV
1435,WA-044-104120999,98405,3FA6P0PU,Ford Fusion Energi,PHEV
1436,WA-044-179603567,98383,5YJ3E1EB,Tesla Model 3,BEV
1437,WA-044-157087129,98368,JTDKARFP,Toyota Prius Prime,PHEV
1438,WA-044-179495515,98108,5YJ3E1EA,Tesla Model 3,BEV
1439,WA-044-100725922,98368,JTDKARFP,Toyota Prius Prime,PHEV
1440,WA-044-167069822,98115,5YJ3E1EB,Tesla Model 3,BEV
1441,WA-044-125895283,98107,KM8K23AG,Hyundai Kona Electric,BEV
1442,WA-044-172636005,98087,5YJYGDEE,Tesla Model Y,BEV
1443,WA-044-478113009,98075,5YJ3E1EB,Tesla Model 3,BEV
1444,WA-044-133089764,98230,KNDJX3AE,Kia Soul EV,BEV
1445,WA-044-141786662,98075,1N4AZ1CP,Nissan Leaf,BEV
1446,WA-044-119991637,98065,5YJ3E1EB,Tesla Model 3,BEV
1447,WA-044-124775199,98038,5YJ3E1EA,Tesla Model 3,BEV
1448,WA-044-176539576,98103,5YJSA1E6,Tesla Model S,BEV
1449,WA-044-282529572,98422,5YJ3E1EA,Tesla Model 3,BEV
1450,WA-044-128599166,98002,KM8K33AG,Hyundai Kona Electric,BEV
1451,WA-044-120262390,99021,1G1RE6E4,Chevrolet Volt,PHEV
1452,WA-044-125396127,98177,1N4AZ0CP,Nissan Leaf,BEV
1453,WA-044-133873008,98686,5YJYGDEE,Tesla Model Y,BEV
1454,WA-044-125869075,98040,5YJ3E1EA,Tesla Model 3,BEV
1455,WA-044-179430121,98531,2C4RC1L7,Chrysler Pacifica,PHEV
1456,WA-044-170038410,98245,1FADP5CU,Ford C-Max Energi,PHEV
1457,WA-044-109971795,98059,5YJYGDEE,Tesla Model Y,BEV
1458,WA-044-169686828,98029,2C4RC1S7,Chrysler Pacifica,PHEV
1459,WA-044-248653954,98032,5YJ3E1EA,Tesla Model 3,BEV
1460,WA-044-112713394,98607,5YJ3E1EB,Tesla Model 3,BEV
1461,WA-044-130625498,98087,1N4AZ0CP,Nissan Leaf,BEV
1462,WA-044-121551216,98116,WAUUPBFF,Audi A3 Plug In,PHEV
1463,WA-044-167169488,98122,5YJ3E1EA,Tesla Model 3,BEV
1464,WA-044-119924549,98110,5YJSA1E2,Tesla Model S,BEV
1465,WA-044-148275774,98133,KM8K23AG,Hyundai Kona Electric,BEV
1466,WA-044-127604655,98118,5YJSA1DP,Tesla Model S,BEV
1467,WA-044-120582248,98116,WMWXP3C0,Mini Hardtop 2 Door EV,BEV
1468,WA-044-144862322,98074,5YJ3E1EA,Tesla Model 3,BEV
1469,WA-044-110052435,98008,5YJYGDEE,Tesla Model Y,BEV
1470,WA-044-104572464,98012,5YJ3E1EB,Tesla Model 3,BEV
1471,WA-044-281174008,98579,1G1RA6E4,Chevrolet Volt,PHEV
1472,WA-044-109483692,98225,5YJ3E1EB,Tesla Model 3,BEV
1473,WA-044-177597934,98177,5YJYGDEE,Tesla Model Y,BEV
1474,WA-044-220472220,98074,1N4AZ1CP,Nissan Leaf,BEV
1475,WA-044-170298033,98371,WVGRMPE2,Volkswagen ID.4,BEV
1476,WA-044-475028900,98106,2C4RC1N7,Chrysler Pacifica,PHEV
1477,WA-044-156706035,99336,JTDKAMFP,Toyota Prius Prime,PHEV
